Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Performance,Experience,Status,Work_Mode,Salary,Year,Country,City,Age,Job_Level
EMP0404544,Univ.Prof. Kathy Heidrich B.Sc.,Operations,Operations Director,2019-06-02,Excellent,9,Active,On-site,129193.0,2019,Germany,Frankfurt,32,Senior
EMP0739382,Benjamin Groen,Operations,Operations Director,2025-08-31,Satisfactory,3,Active,On-site,45168.0,2025,Netherlands,The Hague,29,Junior
EMP1902564,Jason Khan,Operations,Operations Analyst,2024-07-04,Satisfactory,2,Active,Hybrid,41458.0,2024,United Kingdom,Manchester,23,Junior
EMP1314408,Sabine-Patricia Brunel,HR,Recruiter,2024-01-24,Good,3,Active,Hybrid,37588.0,2024,France,Toulouse,29,Junior
EMP1540276,Henri Pelletier,Finance,Finance Manager,2022-10-18,Satisfactory,13,Active,On-site,144815.0,2022,France,Toulouse,40,Senior
EMP1531850,Ainoa Hervia Cabrero,Sales,Sales Director,2014-05-08,Satisfactory,7,Active,Remote,76468.0,2014,Spain,Madrid,34,Mid
EMP0462763,Marcantonio Comisso,Sales,Sales Manager,2018-06-26,Needs Improvement,7,Active,On-site,101411.0,2018,Italy,Naples,33,Mid
EMP0134993,Sophia Hulshouts,IT,IT Manager,2023-10-24,Good,4,Active,Remote,99877.0,2023,Netherlands,Eindhoven,26,Mid
EMP0953660,Toni Stolze B.Eng.,Sales,Sales Manager,2018-02-28,Satisfactory,15,Active,On-site,121669.0,2018,Germany,Munich,37,Senior
EMP1444924,Aimée Barre,IT,System Admin,2016-12-08,Good,13,Active,Hybrid,179037.0,2016,France,Marseille,37,Senior
EMP1337118,Suzanne-Pénélope Leroy,Operations,Operations Director,2020-05-27,Satisfactory,6,Active,Hybrid,85085.0,2020,France,Marseille,30,Mid
EMP1994428,Joan Cooper,Operations,Operations Director,2025-10-15,Excellent,1,Active,Remote,55527.0,2025,United Kingdom,London,28,Junior
EMP0069583,Silvestro Treves,IT,System Admin,2025-09-26,Satisfactory,6,Active,On-site,95611.0,2025,Italy,Rome,30,Mid
EMP1244249,Guy Muller,Sales,Business Development,2026-01-25,Good,1,Active,On-site,54567.0,2026,France,Nice,27,Junior
EMP1856091,James Schenk,Sales,Sales Director,2023-10-26,Satisfactory,4,Active,On-site,70081.0,2023,Netherlands,Eindhoven,28,Mid
EMP0534012,Emily Atkinson,Finance,Finance Manager,2024-05-23,Satisfactory,8,Resigned,On-site,101009.0,2024,United Kingdom,Birmingham,31,Mid
EMP1129856,Marisa Sbarbaro,IT,Data Engineer,2017-07-06,Good,30,Active,Remote,245148.0,2017,Italy,Venice,52,Director
EMP0879372,Hugues Guibert-Mary,Sales,Sales Director,2025-09-07,Satisfactory,5,Active,On-site,72571.0,2025,France,Nice,27,Mid
EMP0727438,Danilo Stey,IT,DevOps Engineer,2019-08-12,Satisfactory,13,Active,On-site,126268.0,2019,Germany,Cologne,41,Senior
EMP1065221,Gabriel Dupuy,Sales,Sales Manager,2022-12-21,Good,5,Active,Remote,93128.0,2022,France,Lyon,34,Mid
EMP1302796,Stella Gude B.A.,Finance,CFO,2023-04-20,Satisfactory,4,Active,On-site,86941.0,2023,Germany,Frankfurt,31,Mid
EMP1258864,Jolie van Veen,IT,Software Developer,2024-08-12,Good,3,Active,Remote,56143.0,2024,Netherlands,Rotterdam,26,Junior
EMP0517396,Mr Jordan Dawson,Operations,Operations Director,2013-08-04,Good,6,Active,On-site,75404.0,2013,United Kingdom,Edinburgh,31,Mid
EMP0906976,Denis Connolly,IT,Software Developer,2024-09-07,Satisfactory,3,Active,On-site,46538.0,2024,United Kingdom,Birmingham,26,Junior
EMP0367283,August Höfig,Sales,Sales Executive,2019-03-01,Excellent,4,Active,On-site,79310.0,2019,Germany,Frankfurt,27,Mid
EMP1757662,Prof. Wladimir Hecker,Finance,CFO,2023-06-06,Satisfactory,6,Active,On-site,84280.0,2023,Germany,Cologne,31,Mid
EMP1998008,Patricia Mude,Sales,Sales Manager,2025-03-14,Excellent,3,Active,On-site,57887.0,2025,Germany,Munich,28,Junior
EMP0598289,Frauke Barkholz,IT,System Admin,2015-08-28,Good,3,Active,Remote,52681.0,2015,Germany,Frankfurt,26,Junior
EMP1099478,Patrick Mercier,Finance,Financial Analyst,2025-02-23,Good,2,Active,Remote,57518.0,2025,France,Lyon,29,Junior
EMP0218323,Pier Berrè-Trevisani,Sales,Sales Executive,2021-12-08,Needs Improvement,0,Resigned,Hybrid,52933.0,2021,Italy,Venice,26,Junior
EMP0254565,Adina Kitzmann,Operations,Operations Manager,2020-10-09,Needs Improvement,14,Active,On-site,130262.0,2020,Germany,Hamburg,37,Senior
EMP1143694,Marit Vignon-Slagmolen,Finance,Finance Manager,2022-11-02,Good,8,Active,On-site,94757.0,2022,Netherlands,The Hague,32,Mid
EMP1825968,Florian Potters,Operations,Operations Analyst,2015-01-17,Good,10,Active,Remote,115585.0,2015,Netherlands,The Hague,38,Senior
EMP0826714,Bernarda Jover Espinosa,IT,DevOps Engineer,2012-02-26,Good,14,Active,On-site,157977.0,2012,Spain,Bilbao,39,Senior
EMP0910122,pani Ewa Niksa,IT,System Admin,2022-05-05,Good,8,Active,On-site,101086.0,2022,Poland,Warsaw,32,Mid
EMP1438537,Daniel François,Finance,Financial Analyst,2025-09-26,Satisfactory,1,Active,Remote,58912.0,2025,France,Paris,29,Junior
EMP0598513,Heinz-Otto Täsche-Sölzer,Sales,Business Development,2023-05-24,Good,5,Active,Remote,90777.0,2023,Germany,Cologne,31,Mid
EMP1620963,Hans-Wolfgang Henk,Sales,Sales Executive,2022-04-01,Excellent,2,Active,Hybrid,44924.0,2022,Germany,Hamburg,24,Junior
EMP1522329,Aloisia Misicher-Dörr,HR,Recruiter,2015-09-02,Good,5,Active,On-site,56189.0,2015,Germany,Frankfurt,32,Mid
EMP0864054,Apolonia Jovita Barrena Pina,Sales,Regional Lead,2013-06-20,Good,2,Resigned,Remote,43730.0,2013,Spain,Valencia,24,Junior
EMP0199818,Stanley Watts,IT,Data Engineer,2018-10-16,Good,12,Active,On-site,152989.0,2018,United Kingdom,Birmingham,37,Senior
EMP1510763,Miss Carly Elliott,IT,IT Manager,2019-01-08,Good,6,Active,On-site,87033.0,2019,United Kingdom,Manchester,28,Mid
EMP1737971,Daniel Wilmsen B.Eng.,Sales,Sales Manager,2018-02-04,Satisfactory,1,Active,On-site,43664.0,2018,Germany,Munich,23,Junior
EMP1258027,Wigbert Rust,Finance,Accountant,2023-08-07,Satisfactory,0,Active,On-site,57392.0,2023,Germany,Berlin,24,Junior
EMP1319207,James Klemm,Sales,Business Development,2025-10-18,Satisfactory,0,Active,On-site,55380.0,2025,Germany,Berlin,25,Junior
EMP1922443,Caroline Lejeune,Operations,Operations Analyst,2024-06-12,Satisfactory,3,Active,On-site,53328.0,2024,France,Lyon,32,Junior
EMP1182215,Angelo Calbo,Sales,Sales Director,2012-09-05,Excellent,13,Active,On-site,154983.0,2012,Italy,Turin,41,Senior
EMP0787351,Lucas-Timothée Cordier,IT,DevOps Engineer,2025-03-19,Good,5,Active,On-site,90633.0,2025,France,Paris,31,Mid
EMP0211937,Monique-Anaïs Raynaud,Finance,Financial Analyst,2014-12-29,Good,2,Active,On-site,58662.0,2014,France,Nice,26,Junior
EMP1096685,Univ.Prof. Hans-Adolf Beer B.Sc.,Sales,Regional Lead,2025-09-29,Good,5,Resigned,Remote,77974.0,2025,Germany,Munich,29,Mid
EMP1705144,Antonina Belletini-Franceschi,IT,Data Engineer,2011-05-08,Good,13,Active,Remote,144277.0,2011,Italy,Turin,40,Senior
EMP0980635,Augustin Gaudin-Laurent,Sales,Sales Executive,2008-03-24,Good,27,Active,On-site,217456.0,2008,France,Nice,57,Director
EMP0761217,Dr Nathan Ali,Finance,Accountant,2015-09-04,Good,7,Active,On-site,80041.0,2015,United Kingdom,Edinburgh,36,Mid
EMP1618718,Inocencio Mendoza Busquets,Sales,Sales Executive,2008-03-24,Good,9,Active,On-site,123888.0,2008,Spain,Seville,37,Senior
EMP1846414,Frau Caroline Mülichen,Sales,Sales Director,2025-02-23,Needs Improvement,0,Active,On-site,45720.0,2025,Germany,Frankfurt,22,Junior
EMP0928892,Ester Etelvina Vives Núñez,Sales,Regional Lead,2021-07-15,Good,4,Active,Remote,82760.0,2021,Spain,Valencia,29,Mid
EMP1787766,Steve Trommler MBA.,Sales,Sales Manager,2008-03-24,Satisfactory,12,Active,Remote,143796.0,2008,Germany,Berlin,43,Senior
EMP0247661,Marie Le Vidal,HR,Talent Specialist,2020-10-10,Satisfactory,15,Active,Hybrid,116384.0,2020,France,Marseille,43,Senior
EMP1267659,Ing. Mariana Spieß MBA.,Finance,CFO,2024-02-01,Good,9,Active,Remote,143565.0,2024,Germany,Frankfurt,34,Senior
EMP1742117,Ing. Pia Hörle B.Eng.,Operations,Supply Chain,2024-03-11,Satisfactory,8,Active,Remote,68489.0,2024,Germany,Berlin,32,Mid
EMP1594731,David Barker,Finance,Finance Manager,2021-06-09,Good,3,Active,Hybrid,56973.0,2021,United Kingdom,Leeds,28,Junior
EMP1225150,Hülya Salz-Ernst,IT,DevOps Engineer,2020-06-11,Good,6,Terminated,Remote,96156.0,2020,Germany,Hamburg,31,Mid
EMP1127221,Ronaldo Forza-Beccaria,Sales,Sales Manager,2008-03-24,Needs Improvement,12,Active,Hybrid,141463.0,2008,Italy,Naples,45,Senior
EMP0053921,Cameron Stephenson,IT,Software Developer,2008-03-24,Good,8,Active,On-site,81068.0,2008,United Kingdom,Leeds,40,Mid
EMP1486493,Dr Liam Smith,Sales,Sales Manager,2023-11-21,Good,9,Active,Remote,140453.0,2023,United Kingdom,Manchester,33,Senior
EMP0579988,Margaud Costa,Operations,Logistics,2023-10-08,Satisfactory,8,Active,On-site,88895.0,2023,France,Toulouse,32,Mid
EMP1552289,Adélaïde Barthelemy,Operations,Supply Chain,2018-11-03,Good,9,Active,Remote,146553.0,2018,France,Marseille,37,Senior
EMP0529444,Univ.Prof. Nathalie Bruder B.A.,IT,DevOps Engineer,2019-09-27,Satisfactory,3,Active,Hybrid,50711.0,2019,Germany,Cologne,23,Junior
EMP1160083,Graeme Williams-Moore,HR,HR Manager,2026-03-19,Satisfactory,0,Active,Remote,46851.0,2026,United Kingdom,London,24,Junior
EMP1435227,Manon Gautier,HR,HR Manager,2020-11-20,Excellent,4,Active,Remote,65578.0,2020,France,Paris,26,Mid
EMP1784871,Mayte Malo Noguera,IT,Data Engineer,2017-05-02,Good,9,Active,On-site,144710.0,2017,Spain,Seville,33,Senior
EMP1133708,Friedo Renner,Operations,Supply Chain,2018-08-06,Good,13,Active,On-site,126245.0,2018,Germany,Munich,39,Senior
EMP1719894,Kirsten Käster,IT,Software Developer,2025-09-23,Good,0,Active,Hybrid,56984.0,2025,Germany,Munich,26,Junior
EMP0587668,Gastone Tolentino,Finance,Financial Analyst,2026-03-19,Good,3,Active,On-site,45576.0,2026,Italy,Venice,29,Junior
EMP0492967,Jaroslaw Finke MBA.,IT,DevOps Engineer,2019-09-13,Excellent,15,Active,Remote,166552.0,2019,Germany,Cologne,40,Senior
EMP0011822,Chantal Imbert,HR,Recruiter,2025-11-15,Good,1,Active,Hybrid,50856.0,2025,France,Marseille,21,Junior
EMP1472787,Sig. Donato Bramante,Sales,Business Development,2025-08-21,Needs Improvement,1,Active,On-site,53773.0,2025,Italy,Naples,27,Junior
EMP1738006,Sandy Höfig MBA.,IT,IT Manager,2011-05-21,Excellent,27,Active,On-site,229279.0,2011,Germany,Hamburg,58,Director
EMP1669468,Prof. Katharine Döring,Finance,Financial Analyst,2024-10-29,Excellent,2,Resigned,On-site,45470.0,2024,Germany,Munich,23,Junior
EMP1719786,Rolando Duque Osorio,IT,IT Manager,2016-03-10,Good,0,Active,On-site,64480.0,2016,Spain,Madrid,26,Junior
EMP1318334,Véronique Richard,IT,DevOps Engineer,2025-06-03,Satisfactory,0,Active,Remote,53777.0,2025,France,Paris,23,Junior
EMP1893936,Ute Heinz,Operations,Operations Manager,2015-07-30,Excellent,19,Active,On-site,200039.0,2015,Germany,Cologne,48,Director
EMP1075521,Isabelle-Caroline Lagarde,Sales,Sales Director,2023-05-06,Good,4,Active,On-site,85167.0,2023,France,Marseille,25,Mid
EMP1651867,Christelle Roger,Sales,Sales Manager,2023-05-08,Excellent,5,Active,On-site,93741.0,2023,France,Nice,29,Mid
EMP1379173,Susanne Leroy,Operations,Operations Director,2018-12-06,Satisfactory,3,Active,On-site,43747.0,2018,France,Toulouse,27,Junior
EMP1710235,Cruz Riquelme-Mercader,HR,HR Manager,2024-07-07,Good,1,Terminated,On-site,43567.0,2024,Spain,Valencia,26,Junior
EMP1465527,Alain Dubois,HR,Talent Specialist,2024-02-24,Good,3,Active,On-site,48823.0,2024,France,Nice,29,Junior
EMP0557839,Miss Josephine Robson,Finance,Financial Analyst,2025-11-04,Good,0,Active,Hybrid,43464.0,2025,United Kingdom,Edinburgh,23,Junior
EMP1536128,Maurice Lowe-Young,Sales,Sales Director,2019-12-29,Good,1,Active,On-site,55063.0,2019,United Kingdom,London,24,Junior
EMP0722205,Édgar Duarte Peña,Sales,Sales Executive,2014-07-31,Excellent,25,Active,Remote,260546.0,2014,Spain,Valencia,54,Director
EMP1147916,Birgid Scholz B.Sc.,Sales,Business Development,2018-06-10,Good,14,Active,Remote,160646.0,2018,Germany,Cologne,42,Senior
EMP0291497,Jacek Döhn-Ruppersberger,HR,HR Manager,2021-04-18,Good,10,Active,On-site,102553.0,2021,Germany,Frankfurt,34,Senior
EMP1550830,Olivie-Maggie Carre,Sales,Sales Director,2021-09-18,Needs Improvement,1,Active,On-site,55131.0,2021,France,Paris,22,Junior
EMP1915040,Nicodemo Expósito Romero,IT,Data Engineer,2024-07-23,Satisfactory,3,Active,On-site,68328.0,2024,Spain,Valencia,28,Junior
EMP1617219,Tristan Devaux,Sales,Business Development,2021-02-16,Satisfactory,4,Resigned,Hybrid,83884.0,2021,France,Toulouse,31,Mid
EMP1081460,Tony Farmer,Sales,Sales Manager,2008-03-24,Good,12,Active,Hybrid,140672.0,2008,United Kingdom,London,44,Senior
EMP0030141,Lolita Almagià,Operations,Supply Chain,2016-06-14,Good,5,Active,On-site,78839.0,2016,Italy,Venice,33,Mid
EMP0967122,Julie James,IT,Software Developer,2024-06-28,Good,5,Active,Remote,96680.0,2024,United Kingdom,Edinburgh,32,Mid
EMP0695014,Michelle Moulin,Sales,Sales Manager,2020-10-09,Good,8,Active,On-site,93994.0,2020,France,Paris,33,Mid
EMP0093633,Lambert Drub MBA.,Operations,Operations Manager,2025-07-11,Good,3,Active,On-site,49883.0,2025,Germany,Hamburg,27,Junior
EMP1647485,Leon Mann,IT,Software Developer,2018-07-03,Good,8,Active,Hybrid,97112.0,2018,United Kingdom,Leeds,35,Mid
EMP0368181,Benoît-Yves Maréchal,IT,DevOps Engineer,2020-06-19,Good,8,Resigned,On-site,103389.0,2020,France,Nice,34,Mid
EMP1631553,Mika Engels,Sales,Regional Lead,2023-11-01,Good,8,Resigned,Hybrid,96007.0,2023,Netherlands,Eindhoven,34,Mid
EMP1775787,Eugène Jacques,IT,System Admin,2020-11-01,Good,8,Active,On-site,105441.0,2020,France,Lyon,35,Mid
EMP0457906,Yves Gay,IT,Software Developer,2026-02-17,Excellent,0,Active,On-site,59514.0,2026,France,Lyon,25,Junior
EMP0255627,Prof. Emmerich Klemm,HR,HR Manager,2022-08-11,Satisfactory,1,Active,Hybrid,40742.0,2022,Germany,Berlin,24,Junior
EMP1454243,Severino Diego Caro,Sales,Business Development,2021-05-13,Good,3,Resigned,On-site,50819.0,2021,Spain,Seville,26,Junior
EMP0157345,David Traore,Sales,Sales Manager,2024-07-21,Excellent,3,Active,On-site,41888.0,2024,France,Lyon,29,Junior
EMP0174567,Lia Fischer,Sales,Sales Director,2017-05-15,Good,15,Active,On-site,130440.0,2017,Germany,Hamburg,40,Senior
EMP1558151,Éléonore Gimenez,Sales,Business Development,2012-07-21,Good,29,Active,On-site,211782.0,2012,France,Paris,60,Director
EMP1438628,Alexandria Dumont,Sales,Sales Manager,2017-06-23,Satisfactory,4,Active,Remote,89221.0,2017,France,Lyon,27,Mid
EMP0537230,Molly Shaw,Sales,Sales Manager,2023-08-25,Good,2,Active,Remote,53091.0,2023,United Kingdom,Leeds,27,Junior
EMP0268875,Dott. Armando Nievo,Sales,Regional Lead,2019-08-12,Needs Improvement,13,Active,Remote,146761.0,2019,Italy,Turin,38,Senior
EMP1344545,Henry Hughes,IT,DevOps Engineer,2024-11-23,Good,2,Active,On-site,59732.0,2024,United Kingdom,London,24,Junior
EMP1912541,Valentina del Mármol,Sales,Sales Director,2022-07-25,Good,3,Resigned,On-site,50713.0,2022,Spain,Valencia,29,Junior
EMP1014764,Jennifer den Teuling-Muijs,Operations,Supply Chain,2022-05-24,Satisfactory,4,Active,Hybrid,78450.0,2022,Netherlands,Rotterdam,26,Mid
EMP1998581,Milan Olthof,IT,DevOps Engineer,2023-10-25,Good,1,Active,On-site,52242.0,2023,Netherlands,Eindhoven,23,Junior
EMP1791416,Sandra Wocial,IT,Software Developer,2018-05-13,Excellent,15,Active,On-site,136472.0,2018,Poland,Poznan,43,Senior
EMP0234028,Kieran Read,Sales,Sales Executive,2024-02-06,Satisfactory,7,Active,On-site,91379.0,2024,United Kingdom,London,33,Mid
EMP0130388,Hendrik van Wassenaar,IT,System Admin,2018-12-20,Satisfactory,6,Active,Hybrid,87253.0,2018,Netherlands,Amsterdam,27,Mid
EMP1646019,Annika Wirth,IT,Software Developer,2017-11-07,Good,-1,Active,On-site,145796.0,2017,Germany,Cologne,36,Senior
EMP0335472,Mila Hazenveld,HR,HR Director,2024-04-04,Good,1,Active,Remote,39883.0,2024,Netherlands,Amsterdam,28,Junior
EMP1786299,Jesusa Casal Guerra,Operations,Operations Manager,2022-06-17,Good,8,Active,On-site,72090.0,2022,Spain,Barcelona,29,Mid
EMP0594223,Pancho Bilbao Sánchez,IT,DevOps Engineer,2008-03-24,Satisfactory,14,Resigned,On-site,134218.0,2008,Spain,Seville,47,Senior
EMP1470595,Inken Stroh-Becker,Operations,Operations Director,2018-04-20,Excellent,6,Active,Remote,84031.0,2018,Germany,Frankfurt,30,Mid
EMP0069903,Miss Kim Harris,Sales,Sales Manager,2020-12-16,Satisfactory,11,Active,Remote,150165.0,2020,United Kingdom,London,38,Senior
EMP0897014,Gabriel Dobron,Sales,Business Development,2024-01-21,Good,5,Resigned,On-site,75310.0,2024,Poland,Warsaw,28,Mid
EMP0122417,Adèle Descamps,HR,HR Coordinator,2021-10-02,Excellent,0,Active,Hybrid,38182.0,2021,France,Lyon,27,Junior
EMP1340840,Nadia Tomas Zabala,Sales,Regional Lead,2008-03-24,Good,7,Active,On-site,89308.0,2008,Spain,Valencia,38,Mid
EMP0887177,Stuart Owen,Operations,Supply Chain,2008-03-24,Satisfactory,9,Active,On-site,139645.0,2008,United Kingdom,London,42,Senior
EMP0555382,Laetitia Vallet,IT,DevOps Engineer,2025-06-02,Satisfactory,2,Resigned,Hybrid,61185.0,2025,France,Lyon,30,Junior
EMP1632733,Lili Täsche,Sales,Sales Executive,2008-03-24,Excellent,20,Active,Remote,247017.0,2008,Germany,Frankfurt,51,Director
EMP0568550,Gregory Baldwin,HR,HR Manager,2018-09-13,Needs Improvement,1,Active,On-site,39102.0,2018,United Kingdom,Manchester,24,Junior
EMP1716185,Univ.Prof. Maxim Bauer B.Eng.,Finance,Finance Manager,2024-06-15,Excellent,8,Resigned,On-site,103982.0,2024,Germany,Frankfurt,34,Mid
EMP0872958,Tony Jones,HR,HR Director,2010-01-10,Good,6,Active,Hybrid,71833.0,2010,United Kingdom,Manchester,39,Mid
EMP1130119,Terry Moran,HR,Recruiter,2023-10-26,Satisfactory,10,Active,Hybrid,92366.0,2023,United Kingdom,Leeds,31,Senior
EMP1472955,Roldán Ayala Fuster,IT,DevOps Engineer,2020-01-26,Good,1,Active,On-site,52625.0,2020,Spain,Madrid,26,Junior
EMP0460664,Dr Lynn Knight,Finance,Finance Manager,2023-06-10,Needs Improvement,4,Active,On-site,89966.0,2023,United Kingdom,Edinburgh,24,Mid
EMP0714859,Danielle Fox,IT,DevOps Engineer,2021-10-28,Good,6,Active,Hybrid,101885.0,2021,United Kingdom,Manchester,33,Mid
EMP0612521,Maarten Weylant-van de Darnau,Operations,Supply Chain,2021-10-28,Satisfactory,5,Active,On-site,76447.0,2021,Netherlands,Rotterdam,31,Mid
EMP0861074,Pauline Seidel,Sales,Regional Lead,2026-02-14,Satisfactory,3,Active,On-site,57862.0,2026,Germany,Cologne,30,Junior
EMP1989119,Manolo Acevedo Bustamante,Sales,Regional Lead,2023-11-14,Good,5,Active,On-site,93485.0,2023,Spain,Barcelona,29,Mid
EMP0556213,Agnès Vasseur,Operations,Operations Director,2013-06-28,Good,12,Active,On-site,164105.0,2013,France,Paris,40,Senior
EMP1678776,Marisela Salgado-Salinas,Sales,Sales Director,2021-09-07,Excellent,11,Active,On-site,136522.0,2021,Spain,Bilbao,39,Senior
EMP1003544,Édouard Collin,Finance,CFO,2025-05-27,Excellent,1,Active,On-site,54152.0,2025,France,Nice,24,Junior
EMP1837579,Dr Tom Clements,Operations,Operations Manager,2024-09-21,Good,0,Active,On-site,45016.0,2024,United Kingdom,Birmingham,25,Junior
EMP1035738,Waldtraut Hering,Operations,Operations Director,2019-11-02,Satisfactory,10,Active,On-site,126373.0,2019,Germany,Munich,35,Senior
EMP1125302,Charo Sobrino Ocaña,IT,IT Manager,2018-07-13,Good,8,Active,On-site,89271.0,2018,Spain,Bilbao,32,Mid
EMP1296668,Gianfrancesco Parmitano,Sales,Sales Manager,2008-03-24,Good,7,Active,On-site,79306.0,2008,Italy,Milan,38,Mid
EMP1204486,Girolamo Antonini,IT,Data Engineer,2024-03-30,Good,0,Active,Remote,58940.0,2024,Italy,Rome,23,Junior
EMP0911650,Claude Aubry,Operations,Operations Analyst,2013-12-10,Excellent,13,Active,On-site,150786.0,2013,France,Paris,40,Senior
EMP0627090,Adrian Parker,Operations,Operations Manager,2020-08-22,Good,14,Active,On-site,141938.0,2020,United Kingdom,Leeds,39,Senior
EMP1429648,Juan Nando Carvajal Folch,IT,Software Developer,2026-02-19,Satisfactory,2,Active,On-site,54477.0,2026,Spain,Barcelona,28,Junior
EMP0205796,Lara van Nimwegen,Operations,Supply Chain,2016-02-16,Excellent,7,Active,Remote,82058.0,2016,Netherlands,Eindhoven,38,Mid
EMP1604610,Ing. Denis Adolph,HR,Talent Specialist,2022-05-03,Satisfactory,8,Active,On-site,79471.0,2022,Germany,Berlin,31,Mid
EMP0859515,Hans Jörg Eigenwillig B.A.,IT,System Admin,2014-10-21,Good,4,Active,Hybrid,96663.0,2014,Germany,Cologne,30,Mid
EMP1571758,Doreen Wilms,Sales,Sales Manager,2023-09-01,Good,0,Active,On-site,45935.0,2023,Germany,Frankfurt,25,Junior
EMP0301091,Arthur Woudenberg-van 't Wel,Operations,Logistics,2008-03-24,Good,12,Active,Hybrid,126080.0,2008,Netherlands,Utrecht,36,Senior
EMP0971389,Univ.Prof. Ralph Ruppert MBA.,Sales,Regional Lead,2022-07-30,Excellent,10,Active,Remote,161136.0,2022,Germany,Cologne,37,Senior
EMP0565214,Marianne Grégoire Le Samson,Finance,Accountant,2025-05-03,Satisfactory,2,Active,On-site,56447.0,2025,France,Toulouse,30,Junior
EMP0499853,Cristina Rismondo,HR,HR Manager,2008-11-10,Satisfactory,3,Active,Remote,49997.0,2008,Italy,Milan,34,Junior
EMP1007845,Sergio Schlosser-Klapp,Sales,Sales Executive,2025-12-06,Good,3,Active,Remote,54357.0,2025,Germany,Berlin,23,Junior
EMP1756674,Flora del Reguera,HR,Recruiter,2024-01-15,Good,11,Active,Remote,107321.0,2024,Spain,Barcelona,36,Senior
EMP0545474,Chantal Gaillard,Operations,Logistics,2024-01-25,Good,8,Active,On-site,76397.0,2024,France,Paris,35,Mid
EMP0339283,Emperatriz Casado,Sales,Sales Director,2023-08-26,Good,1,Active,Remote,51233.0,2023,Spain,Valencia,27,Junior
EMP1087830,Joep Vial,IT,Software Developer,2023-06-19,Satisfactory,1,Active,Hybrid,59510.0,2023,Netherlands,Utrecht,25,Junior
EMP1116837,Ms Janice Ali,Finance,Tax Specialist,2024-04-14,Satisfactory,4,Active,On-site,83292.0,2024,United Kingdom,London,25,Mid
EMP0490832,Ing. Hedy Rogner B.Sc.,IT,Data Engineer,2009-10-08,Satisfactory,26,Active,Remote,245860.0,2009,Germany,Berlin,55,Director
EMP0951739,Agathe Merle-Denis,IT,Software Developer,2018-07-09,Satisfactory,13,Active,On-site,129923.0,2018,France,Marseille,38,Senior
EMP0124609,Lorraine-Anne Bousquet,HR,Talent Specialist,2023-11-30,Satisfactory,8,Active,Hybrid,78291.0,2023,France,Paris,30,Mid
EMP0764007,William de Merle,Finance,Tax Specialist,2024-01-06,Good,4,Active,Hybrid,93328.0,2024,France,Marseille,30,Mid
EMP1842488,Dott. Nico Pinamonte,IT,Data Engineer,2026-03-16,Good,1,Active,On-site,61407.0,2026,Italy,Naples,28,Junior
EMP1622767,Luchino Ostinelli,IT,Software Developer,2014-05-26,Excellent,18,Active,On-site,197032.0,2014,Italy,Venice,44,Director
EMP0433733,Albert Jenkins-Payne,Finance,CFO,2020-10-14,Good,4,Active,Remote,79323.0,2020,United Kingdom,London,30,Mid
EMP1799167,Jimena Pi Marín,Finance,Finance Manager,2019-09-04,Good,7,Active,On-site,94032.0,2019,Spain,Bilbao,30,Mid
EMP0963073,George Buckley,IT,Data Engineer,2012-03-28,Satisfactory,6,Active,On-site,103329.0,2012,United Kingdom,Manchester,33,Mid
EMP0915823,Antonia Contarini,Sales,Regional Lead,2013-03-01,Good,3,Active,Remote,55216.0,2013,Italy,Naples,31,Junior
EMP0604213,Santiago Olivera Duarte,Finance,Tax Specialist,2022-06-09,Satisfactory,14,Active,Remote,159018.0,2022,Spain,Valencia,35,Senior
EMP0870729,Alexandra Smith,HR,HR Director,2021-01-21,Satisfactory,7,Active,On-site,71886.0,2021,United Kingdom,London,33,Mid
EMP0832802,Agustín Nicolás Meléndez,IT,Data Engineer,2017-01-23,Good,14,Active,Hybrid,163609.0,2017,Spain,Seville,37,Senior
EMP1433298,Ruth Johnson,Sales,Business Development,2022-03-16,Good,7,Active,On-site,79589.0,2022,United Kingdom,Leeds,32,Mid
EMP0499327,Mrs Teresa Jones,Sales,Business Development,2023-11-23,Good,5,Active,On-site,80481.0,2023,United Kingdom,Manchester,32,Mid
EMP1505127,Sam Ashton,Sales,Business Development,2024-12-31,Good,8,Active,On-site,90619.0,2024,United Kingdom,Edinburgh,35,Mid
EMP1785090,Manuelita Dalmau-Peña,Sales,Regional Lead,2020-05-01,Good,3,Active,Remote,47938.0,2020,Spain,Seville,24,Junior
EMP0130457,Miodrag Wagenknecht-Mälzer,Sales,Sales Manager,2012-10-02,Good,16,Active,On-site,189456.0,2012,Germany,Frankfurt,42,Director
EMP0297786,Jade van Gelder,IT,DevOps Engineer,2024-04-11,Good,7,Resigned,Hybrid,87428.0,2024,Netherlands,Rotterdam,31,Mid
EMP1565819,Laurent de la Dupont,Sales,Sales Manager,2016-11-08,Good,9,Active,On-site,139461.0,2016,France,Lyon,37,Senior
EMP1380237,Zacharie Roche du Ruiz,Finance,Finance Manager,2025-03-01,Good,4,Active,Remote,81453.0,2025,France,Paris,31,Mid
EMP0432349,Marcella Barkholz,IT,Data Engineer,2025-12-18,Satisfactory,3,Resigned,Hybrid,58354.0,2025,Germany,Berlin,28,Junior
EMP1241100,Timo Wever-Zaal,Operations,Operations Director,2015-03-16,Good,6,Active,On-site,83272.0,2015,Netherlands,Utrecht,32,Mid
